policy_id,age,gender,state,occupation,marital_status,credit_score,policy_type,annual_premium,policy_start_date,years_as_customer,num_prior_claims,has_violations
POL-00576,31,Female,AZ,Doctor,Widowed,595,Standard,6542.55,2022-05-18,13,2,0
POL-00577,27,Male,MI,Lawyer,Divorced,367,Comprehensive,1163.36,2022-04-18,8,6,0
POL-00578,53,Female,MD,Doctor,Married,504,Standard,6742.13,2021-08-15,15,0,0
POL-00579,71,Female,TN,Driver,Widowed,529,Basic,6434.15,2020-11-11,8,4,1
POL-00580,25,Female,AZ,Nurse,Widowed,550,Basic,1395.16,2021-07-21,15,1,0
POL-00581,55,Female,MD,Electrician,Divorced,787,Basic,3299.02,2024-02-10,0,4,0
POL-00582,55,Male,PA,Sales Manager,Widowed,438,Premium,1724.82,2021-07-12,11,6,0
POL-00583,21,Female,MI,Driver,Single,826,Standard,6248.32,2021-01-10,3,2,0
POL-00584,73,Female,MI,Accountant,Divorced,398,Premium,6674.86,2020-01-27,4,8,0
POL-00585,41,Female,AZ,Sales Manager,Married,404,Standard,1659.16,2021-03-28,6,8,0
POL-00586,44,Female,FL,Teacher,Married,317,Comprehensive,3111.57,2023-11-16,11,2,1
POL-00587,74,Female,IL,Construction Worker,Divorced,329,Basic,2167.68,2024-10-20,4,3,0
POL-00588,26,Male,PA,Teacher,Widowed,414,Basic,641.05,2022-09-18,13,0,0
POL-00589,24,Male,IN,Chef,Single,780,Basic,7313.97,2020-03-29,2,4,0
POL-00590,66,Male,NY,Student,Married,504,Standard,5529.5,2020-02-29,2,2,0
POL-00591,55,Female,VA,Nurse,Married,817,Basic,1243.29,2023-03-30,0,8,0
POL-00592,63,Male,MI,Nurse,Single,401,Standard,7403.58,2024-10-09,15,5,0
POL-00593,46,Male,IL,Freelancer,Divorced,688,Comprehensive,2107.06,2021-04-11,13,1,0
POL-00594,25,Female,NY,Driver,Married,807,Premium,5785.48,2023-02-15,1,1,0
POL-00595,49,Male,WA,Accountant,Widowed,619,Comprehensive,2194.05,2022-04-14,9,6,0
POL-00596,72,Male,TN,Retail Worker,Divorced,483,Basic,7990.42,2022-10-03,3,6,1
POL-00597,51,Male,NY,Nurse,Widowed,710,Basic,6060.74,2020-12-11,2,5,0
POL-00598,39,Male,WI,Freelancer,Widowed,425,Standard,6785.82,2024-01-25,15,4,0
POL-00599,66,Female,VA,Lawyer,Widowed,796,Premium,1605.31,2022-07-20,3,1,0
POL-00600,49,Female,GA,Retail Worker,Married,330,Basic,6033.49,2024-08-27,2,7,0
POL-00601,29,Female,WI,Retail Worker,Divorced,456,Premium,5164.75,2020-07-16,2,8,1
POL-00602,68,Female,OH,Accountant,Widowed,802,Premium,4568.29,2024-07-15,0,0,1
POL-00603,74,Male,WA,Lawyer,Divorced,685,Comprehensive,3947.42,2020-03-08,5,8,0
POL-00604,74,Male,TN,Electrician,Married,619,Comprehensive,4155.91,2020-08-12,15,8,1
POL-00605,48,Male,IN,Software Engineer,Widowed,569,Comprehensive,4932.84,2022-02-12,11,4,0
POL-00606,21,Male,MD,Software Engineer,Married,675,Premium,6571.65,2023-04-10,0,5,1
POL-00607,24,Female,VA,Sales Manager,Widowed,659,Basic,5459.3,2021-05-22,7,4,0
POL-00608,62,Male,MI,Teacher,Divorced,473,Basic,4538.13,2020-03-17,14,6,1
POL-00609,35,Male,TN,Chef,Single,624,Comprehensive,4777.65,2021-10-22,3,7,0
POL-00610,62,Male,NJ,Lawyer,Divorced,470,Premium,3225.01,2022-06-11,6,7,0
POL-00611,71,Male,MI,Accountant,Single,604,Comprehensive,6534.52,2023-07-03,2,1,0
POL-00612,35,Male,MD,Doctor,Widowed,737,Standard,3104.87,2020-06-06,9,8,0
POL-00613,45,Female,OH,Electrician,Widowed,557,Comprehensive,5536.7,2023-01-26,5,0,0
POL-00614,54,Female,OH,Retail Worker,Widowed,574,Comprehensive,7509.77,2024-01-28,1,8,0
POL-00615,41,Female,PA,Mechanic,Married,607,Comprehensive,3576.95,2024-10-27,2,3,1
POL-00616,35,Female,IL,Accountant,Married,715,Standard,1351.69,2021-01-28,0,3,0
POL-00617,47,Female,MO,Electrician,Widowed,337,Standard,1695.19,2020-10-06,0,4,0
POL-00618,60,Male,TX,Construction Worker,Widowed,320,Basic,6946.88,2020-06-20,10,4,0
POL-00619,75,Female,VA,Retail Worker,Single,706,Standard,2270.31,2023-03-15,3,8,0
POL-00620,49,Male,GA,Chef,Single,620,Premium,6742.51,2024-02-18,12,3,1
POL-00621,31,Male,NY,Nurse,Married,581,Comprehensive,3562.82,2024-11-02,1,7,0
POL-00622,62,Male,NJ,Driver,Widowed,786,Standard,7724.87,2024-12-06,4,5,1
POL-00623,63,Female,MI,Software Engineer,Single,355,Standard,2397.37,2022-02-26,9,5,0
POL-00624,52,Male,MA,Electrician,Single,702,Premium,2756.66,2024-08-11,7,4,0
POL-00625,73,Male,MA,Retail Worker,Divorced,716,Basic,2555.27,2020-06-13,15,7,1
POL-00626,71,Female,AZ,Student,Single,464,Premium,4297.51,2021-12-21,13,8,0
POL-00627,47,Male,TX,Retail Worker,Married,754,Standard,523.07,2021-02-13,9,5,0
POL-00628,25,Male,GA,Driver,Married,720,Premium,3886.17,2024-11-23,4,4,0
POL-00629,61,Female,MI,Mechanic,Single,724,Premium,1864.17,2024-11-29,12,3,0
POL-00630,19,Male,FL,Lawyer,Married,568,Standard,873.37,2023-06-19,13,4,0
POL-00631,23,Female,IL,Chef,Single,314,Comprehensive,6300.19,2022-07-18,15,1,0
POL-00632,63,Male,OH,Freelancer,Divorced,594,Comprehensive,3365.55,2022-06-02,6,3,0
POL-00633,64,Male,AZ,Nurse,Widowed,449,Basic,2676.45,2021-06-20,7,7,0
POL-00634,41,Female,FL,Software Engineer,Widowed,436,Premium,7807.99,2022-03-25,6,6,1
POL-00635,65,Female,FL,Teacher,Single,353,Premium,7482.98,2022-08-22,11,0,0
POL-00636,34,Female,MI,Electrician,Divorced,435,Basic,4853.65,2021-06-17,5,8,1
POL-00637,39,Female,PA,Teacher,Divorced,843,Comprehensive,1563.47,2020-08-27,10,0,0
POL-00638,49,Female,VA,Student,Widowed,589,Premium,5096.99,2024-04-08,8,8,0
POL-00639,45,Male,NJ,Construction Worker,Widowed,454,Comprehensive,899.17,2020-10-31,1,3,0
POL-00640,20,Female,NC,Nurse,Widowed,746,Basic,7964.01,2022-10-10,1,7,0
POL-00641,63,Female,MA,Lawyer,Single,451,Basic,3122.03,2021-02-21,9,2,0
POL-00642,65,Female,MD,Student,Married,304,Standard,3623.14,2020-06-06,7,7,0
POL-00643,74,Female,CA,Accountant,Single,703,Premium,4927.54,2020-08-05,10,2,0
POL-00644,23,Female,TN,Lawyer,Divorced,305,Premium,7773.28,2023-09-05,14,5,0
POL-00645,31,Male,MI,Sales Manager,Single,372,Comprehensive,1194.13,2021-06-06,5,3,1
POL-00646,23,Male,OH,Nurse,Widowed,712,Premium,5353.76,2023-09-01,4,1,0
POL-00647,49,Female,MI,Student,Married,667,Basic,6740.4,2022-11-15,6,7,1
POL-00648,74,Female,TN,Accountant,Widowed,392,Comprehensive,6582.46,2023-06-11,5,6,1
POL-00649,23,Male,IN,Sales Manager,Widowed,529,Standard,7480.01,2022-12-15,2,4,1
POL-00650,45,Male,TN,Accountant,Married,430,Premium,6811.53,2022-12-07,13,4,0
POL-00651,53,Male,TX,Driver,Single,822,Comprehensive,3597.65,2022-08-09,8,5,0
POL-00652,55,Male,IN,Software Engineer,Single,773,Standard,6396.33,2024-09-22,12,0,0
POL-00653,44,Female,NJ,Chef,Widowed,760,Premium,3060.01,2024-11-19,5,3,0
POL-00654,23,Female,NY,Electrician,Single,305,Comprehensive,1375.09,2020-12-17,15,7,1
POL-00655,73,Female,MI,Chef,Divorced,704,Premium,1157.26,2020-10-03,0,3,0
POL-00656,70,Male,OH,Freelancer,Single,514,Comprehensive,5364.67,2023-08-23,7,6,0
POL-00657,23,Female,MA,Nurse,Widowed,732,Basic,1373.44,2020-11-08,14,7,1
POL-00658,19,Female,MD,Mechanic,Married,601,Comprehensive,881.92,2020-01-17,3,6,1
POL-00659,72,Female,MD,Chef,Divorced,337,Comprehensive,3497.6,2022-11-17,15,3,0
POL-00660,51,Male,AZ,Chef,Divorced,365,Premium,7196.58,2022-05-04,15,1,1
POL-00661,57,Female,MA,Construction Worker,Widowed,321,Standard,2660.08,2021-01-28,15,5,1
POL-00662,32,Male,MD,Student,Divorced,779,Standard,7123.8,2024-01-20,12,6,0
POL-00663,68,Female,IL,Chef,Married,589,Basic,5502.92,2020-09-21,5,3,0
POL-00664,56,Female,NY,Doctor,Widowed,805,Premium,2260.39,2023-02-14,1,0,0
POL-00665,74,Female,VA,Retail Worker,Married,478,Basic,6551.12,2021-11-22,13,1,0
POL-00666,25,Male,TN,Accountant,Divorced,663,Basic,6275.71,2023-02-14,8,2,0
POL-00667,63,Male,MA,Doctor,Widowed,413,Basic,6362.39,2023-06-02,3,8,0
POL-00668,50,Male,IL,Retail Worker,Single,510,Premium,1677.74,2021-08-21,14,8,1
POL-00669,64,Male,PA,Retail Worker,Divorced,642,Standard,1422.38,2021-02-17,14,6,0
POL-00670,33,Female,NJ,Accountant,Married,387,Premium,3293.27,2024-03-25,13,5,0
POL-00671,27,Female,GA,Nurse,Widowed,723,Comprehensive,7235.49,2024-10-11,11,0,1
POL-00672,27,Male,IN,Teacher,Single,646,Premium,3512.38,2024-04-30,5,6,0
POL-00673,43,Male,PA,Student,Single,832,Premium,3644.79,2024-12-19,9,5,0
POL-00674,18,Female,IN,Chef,Married,713,Comprehensive,5329.1,2024-12-22,14,5,1
POL-00675,67,Male,MI,Teacher,Single,850,Premium,3424.95,2024-01-12,4,8,0
POL-00676,31,Male,IN,Driver,Divorced,833,Premium,6177.85,2020-11-23,0,0,0
POL-00677,33,Female,AZ,Driver,Single,361,Premium,2448.17,2022-11-05,11,1,0
POL-00678,66,Male,MA,Accountant,Single,764,Premium,7872.13,2024-07-07,7,5,0
POL-00679,36,Male,WA,Driver,Married,407,Premium,4373.39,2021-01-29,11,7,0
POL-00680,27,Female,AZ,Teacher,Single,363,Comprehensive,7163.82,2022-09-02,6,7,0
POL-00681,41,Female,MD,Driver,Widowed,570,Comprehensive,5273.46,2022-06-20,15,6,0
POL-00682,27,Male,TN,Construction Worker,Widowed,432,Basic,5708.53,2022-07-21,15,0,0
POL-00683,53,Female,NY,Chef,Widowed,412,Basic,3271.89,2021-08-16,1,8,0
POL-00684,25,Female,MI,Sales Manager,Divorced,601,Comprehensive,709.83,2020-10-19,4,6,0
POL-00685,75,Female,MI,Mechanic,Married,800,Basic,1417.46,2021-12-15,2,0,1
POL-00686,48,Female,MD,Lawyer,Divorced,686,Comprehensive,6758.45,2024-09-03,4,2,1
POL-00687,66,Female,MA,Nurse,Divorced,391,Comprehensive,3404.26,2022-03-20,10,8,0
POL-00688,60,Female,NC,Retail Worker,Single,469,Basic,4789.96,2024-06-18,9,8,0
POL-00689,59,Male,OH,Chef,Single,834,Standard,6129.19,2022-10-26,0,1,0
POL-00690,19,Female,OH,Mechanic,Widowed,386,Premium,3513.48,2020-04-02,15,0,0
POL-00691,45,Male,AZ,Software Engineer,Divorced,691,Premium,1182.69,2020-07-22,5,4,0
POL-00692,29,Female,FL,Nurse,Divorced,717,Standard,941.85,2021-10-28,5,0,0
POL-00693,37,Female,NY,Sales Manager,Married,722,Premium,2434.51,2024-08-22,3,0,0
POL-00694,33,Male,TN,Driver,Widowed,417,Premium,954.74,2022-08-09,13,1,1
POL-00695,19,Female,GA,Student,Single,575,Basic,2347.37,2023-02-10,4,4,1
POL-00696,46,Male,IN,Mechanic,Married,682,Standard,6365.18,2023-01-05,13,8,1
POL-00697,20,Male,MA,Freelancer,Divorced,471,Basic,951.31,2022-09-14,8,4,1
POL-00698,40,Male,MD,Freelancer,Divorced,346,Standard,6043.87,2023-02-27,2,4,0
POL-00699,43,Male,PA,Construction Worker,Divorced,742,Standard,5078.34,2024-06-30,10,5,0
POL-00700,66,Female,NC,Mechanic,Divorced,649,Standard,3948.5,2023-05-12,10,0,0
POL-00701,59,Male,WI,Lawyer,Single,309,Standard,3598.72,2023-11-27,15,6,0
POL-00702,68,Male,MO,Software Engineer,Widowed,426,Premium,7790.29,2022-02-09,11,6,0
POL-00703,71,Male,NY,Lawyer,Divorced,497,Comprehensive,570.22,2024-03-01,0,4,0
POL-00704,30,Male,WI,Retail Worker,Divorced,526,Standard,7850.89,2022-01-13,1,4,1
POL-00705,75,Male,CA,Mechanic,Widowed,413,Premium,4768.27,2022-10-08,5,8,0
POL-00706,60,Male,FL,Chef,Married,366,Standard,2447.18,2023-03-13,7,8,0
POL-00707,30,Male,MO,Chef,Divorced,764,Basic,7534.18,2023-08-05,1,5,1
POL-00708,72,Female,NC,Teacher,Widowed,807,Premium,4379.43,2020-03-30,7,0,0
POL-00709,44,Female,NJ,Software Engineer,Widowed,499,Premium,1113.57,2023-03-17,0,3,1
POL-00710,22,Male,OH,Nurse,Divorced,618,Basic,5194.96,2020-07-17,0,7,1
POL-00711,69,Male,MD,Doctor,Divorced,556,Standard,1308.8,2021-05-03,10,0,0
POL-00712,51,Male,FL,Doctor,Widowed,397,Comprehensive,4842.01,2020-06-24,1,0,1
POL-00713,38,Male,PA,Software Engineer,Widowed,356,Premium,5080.54,2022-06-03,2,1,0
POL-00714,53,Male,MI,Freelancer,Widowed,711,Basic,5129.76,2022-04-21,7,0,1
POL-00715,42,Female,AZ,Student,Single,647,Basic,3905.58,2021-11-03,6,1,0
POL-00716,18,Male,MD,Doctor,Married,429,Premium,3165.43,2022-09-12,14,2,0
POL-00717,26,Male,TX,Nurse,Divorced,746,Premium,2833.91,2024-12-17,4,2,1
POL-00718,37,Female,MI,Sales Manager,Single,830,Standard,929.88,2022-11-04,1,6,0
POL-00719,30,Male,OH,Doctor,Single,649,Standard,5508.95,2023-11-23,14,5,0
POL-00720,57,Female,AZ,Sales Manager,Married,407,Comprehensive,7070.79,2020-03-27,15,3,0
POL-00721,58,Male,GA,Lawyer,Married,544,Comprehensive,6009.4,2024-07-26,10,6,0
POL-00722,43,Male,CA,Sales Manager,Single,375,Premium,725.13,2020-08-23,4,4,1
POL-00723,30,Female,TX,Software Engineer,Married,502,Premium,1806.1,2024-12-18,8,2,0
POL-00724,72,Male,IL,Mechanic,Single,480,Premium,7329.87,2020-02-12,4,6,0
POL-00725,39,Male,MI,Lawyer,Married,678,Premium,5456.82,2022-12-15,13,1,0
POL-00726,27,Male,OH,Mechanic,Widowed,683,Premium,4996.62,2023-07-26,7,0,0
POL-00727,72,Female,PA,Sales Manager,Married,354,Premium,7046.39,2024-10-09,15,3,0
POL-00728,68,Female,WI,Teacher,Married,820,Comprehensive,6134.81,2023-08-14,11,7,1
POL-00729,29,Female,VA,Driver,Widowed,806,Comprehensive,2512.52,2022-04-01,1,3,0
POL-00730,75,Male,MA,Freelancer,Married,705,Standard,2794.99,2024-12-25,12,2,0
POL-00731,34,Male,PA,Doctor,Single,602,Comprehensive,4391.16,2021-04-16,1,7,0
POL-00732,45,Female,MA,Electrician,Widowed,676,Comprehensive,2877.65,2022-02-22,0,2,1
POL-00733,32,Female,FL,Sales Manager,Single,601,Basic,6394.05,2021-04-11,3,1,0
POL-00734,41,Male,MO,Mechanic,Divorced,501,Premium,2375.18,2024-03-06,8,3,0
POL-00735,72,Female,CA,Doctor,Divorced,588,Premium,6373.46,2022-04-07,12,0,1
POL-00736,59,Male,WA,Mechanic,Married,514,Comprehensive,2252.92,2023-04-17,14,7,0
POL-00737,68,Male,NJ,Freelancer,Married,739,Comprehensive,2071.89,2022-07-10,0,5,0
POL-00738,54,Male,MI,Construction Worker,Single,811,Premium,3048.67,2022-05-08,13,6,0
POL-00739,38,Male,MD,Doctor,Single,442,Standard,7829.33,2021-11-07,12,6,0
POL-00740,43,Male,MO,Electrician,Married,786,Basic,2966.31,2022-07-13,9,1,0
POL-00741,24,Male,TX,Freelancer,Widowed,327,Standard,1992.49,2022-03-01,9,3,0
POL-00742,36,Male,MA,Software Engineer,Divorced,830,Basic,1788.69,2024-10-26,13,6,0
POL-00743,25,Male,MO,Electrician,Widowed,370,Comprehensive,7663.23,2024-11-07,6,2,0
POL-00744,37,Female,TN,Nurse,Divorced,507,Comprehensive,2565.81,2020-01-16,4,7,0
POL-00745,70,Female,WI,Doctor,Married,838,Premium,7327.27,2024-12-05,15,7,1
POL-00746,54,Male,FL,Accountant,Widowed,655,Premium,3433.18,2024-08-13,5,6,0
POL-00747,29,Female,MA,Electrician,Married,397,Comprehensive,5739.84,2020-03-30,7,2,0
POL-00748,74,Female,FL,Construction Worker,Married,805,Comprehensive,7942.92,2023-02-06,3,5,0
POL-00749,66,Male,IN,Doctor,Divorced,719,Comprehensive,1736.29,2021-02-28,1,7,0
POL-00750,22,Female,WA,Sales Manager,Widowed,499,Comprehensive,783.31,2021-05-28,3,2,0
POL-00751,60,Female,TN,Lawyer,Single,384,Standard,5851.86,2022-06-15,4,7,0
POL-00752,71,Male,IL,Freelancer,Single,402,Standard,2706.08,2022-12-30,12,2,0
POL-00753,60,Male,NC,Nurse,Widowed,666,Standard,2125.04,2020-03-11,6,7,0
POL-00754,71,Male,WA,Construction Worker,Divorced,754,Basic,4986.54,2020-04-09,12,3,0
POL-00755,41,Male,OH,Teacher,Single,731,Basic,7919.68,2021-11-21,6,1,0
POL-00756,74,Male,IL,Construction Worker,Married,345,Comprehensive,4343.75,2024-07-28,10,5,0
POL-00757,57,Male,MO,Electrician,Widowed,423,Standard,2103.35,2021-12-31,10,2,0
POL-00758,43,Female,CA,Electrician,Married,769,Standard,995.12,2024-07-27,8,5,0
POL-00759,22,Male,AZ,Accountant,Widowed,404,Standard,2389.55,2020-07-13,10,6,0
POL-00760,39,Male,NJ,Freelancer,Widowed,369,Premium,632.37,2023-04-13,14,6,0
POL-00761,50,Male,GA,Software Engineer,Single,616,Standard,6034.35,2024-03-30,7,1,0
POL-00762,26,Female,TN,Accountant,Married,455,Comprehensive,2032.89,2020-03-18,7,7,0
POL-00763,26,Female,NJ,Retail Worker,Single,833,Comprehensive,5360.35,2021-08-13,0,3,0
POL-00764,39,Male,OH,Driver,Single,554,Standard,5060.47,2022-02-20,10,2,1
POL-00765,58,Male,FL,Freelancer,Widowed,371,Standard,890.8,2020-10-16,6,2,0
POL-00766,29,Male,GA,Driver,Single,736,Comprehensive,2835.97,2024-01-17,6,3,1
POL-00767,29,Male,MI,Accountant,Widowed,506,Premium,6968.19,2022-09-12,2,5,1
POL-00768,42,Male,TN,Lawyer,Widowed,817,Comprehensive,6202.43,2024-08-05,15,0,1
POL-00769,45,Male,MI,Chef,Married,479,Premium,3353.38,2021-09-18,14,4,1
POL-00770,53,Female,FL,Sales Manager,Married,780,Standard,1660.43,2021-01-23,0,0,0
POL-00771,49,Female,AZ,Electrician,Divorced,693,Comprehensive,2808.58,2023-04-19,2,6,0
POL-00772,25,Female,MD,Nurse,Married,746,Premium,6284.53,2024-03-19,11,8,1
POL-00773,58,Female,TX,Retail Worker,Widowed,734,Standard,2317.65,2020-03-11,11,0,0
POL-00774,34,Female,PA,Accountant,Married,465,Basic,1375.48,2020-07-08,12,6,0
POL-00775,51,Male,AZ,Nurse,Widowed,558,Premium,4254.85,2022-12-27,12,4,1
POL-00776,66,Male,NY,Retail Worker,Divorced,446,Premium,6115.48,2024-03-12,12,4,0
POL-00777,28,Female,CA,Teacher,Single,727,Comprehensive,5408.91,2024-02-10,13,2,0
POL-00778,41,Male,PA,Mechanic,Widowed,486,Basic,3879.96,2024-07-25,6,2,0
POL-00779,21,Male,OH,Accountant,Widowed,751,Basic,7012.71,2020-12-06,2,4,0
POL-00780,42,Male,NC,Teacher,Divorced,330,Standard,4084.23,2023-10-09,3,0,0
POL-00781,35,Male,MD,Doctor,Single,399,Standard,4417.51,2020-01-15,12,8,0
POL-00782,49,Female,NJ,Chef,Widowed,644,Premium,5613.95,2021-12-03,10,3,0
POL-00783,60,Female,WA,Chef,Single,664,Premium,6547.03,2020-01-07,14,6,0
POL-00784,19,Male,IN,Accountant,Married,677,Comprehensive,5137.64,2023-09-11,15,8,1
POL-00785,60,Male,CA,Retail Worker,Divorced,317,Premium,7050.76,2024-07-11,10,7,0
POL-00786,56,Female,WA,Construction Worker,Single,656,Comprehensive,7543.14,2022-09-02,3,6,0
POL-00787,56,Male,PA,Freelancer,Single,430,Comprehensive,6476.16,2021-09-09,14,2,1
POL-00788,25,Female,MO,Mechanic,Married,516,Standard,6149.39,2023-09-13,2,1,1
POL-00789,63,Male,IL,Student,Divorced,692,Premium,2152.82,2021-06-11,15,1,0
POL-00790,52,Female,FL,Doctor,Divorced,529,Basic,5329.9,2022-02-11,12,8,1
POL-00791,69,Male,GA,Accountant,Single,597,Basic,1335.37,2021-11-27,6,1,0
POL-00792,26,Female,WA,Chef,Single,618,Basic,4925.45,2021-01-23,12,6,0
POL-00793,67,Female,PA,Driver,Married,409,Comprehensive,568.91,2024-10-11,14,5,0
POL-00794,70,Female,GA,Lawyer,Widowed,450,Premium,1594.03,2023-09-24,1,5,0
POL-00795,50,Male,NC,Freelancer,Widowed,520,Comprehensive,2686.21,2022-02-10,1,5,0
POL-00796,70,Male,GA,Construction Worker,Single,483,Comprehensive,5955.47,2021-09-04,5,0,1
POL-00797,39,Female,TN,Sales Manager,Widowed,700,Basic,4458.83,2021-08-02,9,3,1
POL-00798,24,Male,NJ,Doctor,Single,611,Comprehensive,5409.75,2023-03-28,4,7,1
POL-00799,36,Male,OH,Mechanic,Married,309,Premium,5944.68,2023-03-24,3,2,1
POL-00800,45,Male,TX,Teacher,Divorced,785,Standard,7587.97,2020-08-28,10,6,0
POL-00801,58,Female,GA,Software Engineer,Single,546,Comprehensive,4164.69,2023-11-09,5,6,0
POL-00802,67,Female,WA,Accountant,Widowed,676,Basic,1400.0,2020-06-18,3,7,0
POL-00803,19,Female,NC,Construction Worker,Single,485,Comprehensive,4131.44,2023-08-13,13,4,0
POL-00804,24,Female,FL,Construction Worker,Married,715,Basic,3453.47,2024-08-01,15,1,0
POL-00805,66,Male,NY,Nurse,Married,305,Comprehensive,6503.85,2020-09-08,1,2,0
POL-00806,59,Male,FL,Driver,Divorced,335,Basic,7849.46,2022-11-02,9,5,0
POL-00807,45,Male,GA,Accountant,Single,831,Premium,5443.68,2022-06-30,4,7,0
POL-00808,51,Female,WI,Driver,Married,401,Basic,2278.25,2021-01-20,4,4,0
POL-00809,26,Male,MD,Sales Manager,Divorced,431,Comprehensive,1057.7,2021-06-06,8,6,0
POL-00810,43,Female,FL,Accountant,Widowed,446,Standard,1029.19,2024-02-09,8,3,0
POL-00811,54,Male,AZ,Freelancer,Married,623,Comprehensive,3342.06,2023-05-21,7,1,0
POL-00812,25,Male,MO,Electrician,Single,637,Basic,3221.15,2021-11-14,8,2,0
POL-00813,35,Male,NY,Electrician,Married,687,Basic,6370.5,2020-09-09,5,8,0
POL-00814,55,Female,NY,Driver,Divorced,588,Premium,5056.0,2020-04-08,5,5,1
POL-00815,29,Female,MO,Driver,Widowed,788,Standard,2442.96,2023-11-07,4,2,0
POL-00816,42,Female,TX,Student,Divorced,555,Comprehensive,5800.9,2021-01-09,14,5,1
POL-00817,50,Female,NC,Electrician,Married,612,Basic,7605.91,2022-04-12,10,1,0
POL-00818,22,Male,FL,Nurse,Single,386,Premium,4656.2,2022-10-06,0,6,0
POL-00819,48,Female,IN,Retail Worker,Single,715,Basic,5122.15,2024-08-29,0,6,0
POL-00820,33,Male,WI,Lawyer,Married,836,Standard,1811.11,2022-01-21,4,8,0
POL-00821,21,Female,TN,Electrician,Married,682,Basic,3034.69,2023-10-22,7,8,0
POL-00822,36,Female,TN,Accountant,Divorced,518,Basic,6035.19,2023-03-10,12,3,0
POL-00823,59,Male,MA,Student,Widowed,358,Premium,544.18,2022-07-31,10,4,0
POL-00824,24,Male,VA,Student,Married,711,Premium,566.48,2022-06-01,15,3,0
POL-00825,51,Male,AZ,Teacher,Widowed,307,Standard,6270.86,2021-05-27,7,7,1
POL-00826,41,Female,VA,Electrician,Married,849,Premium,1315.21,2022-06-17,14,2,0
POL-00827,40,Female,CA,Sales Manager,Married,413,Standard,2636.75,2020-09-30,12,6,0
POL-00828,75,Male,IL,Retail Worker,Married,790,Premium,1390.94,2022-09-28,15,2,0
POL-00829,66,Female,IN,Construction Worker,Widowed,434,Basic,7682.59,2024-06-11,0,2,0
POL-00830,40,Male,GA,Software Engineer,Divorced,739,Basic,3757.46,2021-08-15,9,7,0
POL-00831,66,Female,GA,Chef,Married,823,Standard,2371.0,2024-04-19,3,4,0
POL-00832,60,Female,OH,Lawyer,Single,814,Standard,1915.02,2024-10-16,4,3,0
POL-00833,26,Female,TX,Accountant,Married,449,Comprehensive,632.46,2021-02-12,2,0,1
POL-00834,44,Female,GA,Mechanic,Divorced,736,Comprehensive,960.12,2022-05-24,1,4,0
POL-00835,35,Female,NC,Sales Manager,Widowed,552,Premium,7213.3,2021-01-07,1,0,0
POL-00836,60,Female,OH,Accountant,Widowed,586,Basic,3731.81,2021-05-31,15,5,0
POL-00837,37,Male,NY,Retail Worker,Single,433,Premium,3204.27,2024-07-16,11,8,0
POL-00838,33,Female,OH,Chef,Widowed,389,Basic,1478.64,2024-02-29,3,0,0
POL-00839,30,Female,NY,Teacher,Divorced,608,Comprehensive,7922.33,2021-02-17,4,0,0
POL-00840,30,Female,MO,Construction Worker,Divorced,655,Premium,3863.62,2024-01-09,3,6,0
POL-00841,48,Female,IN,Student,Single,470,Premium,5725.3,2020-09-21,9,0,0
POL-00842,68,Male,WA,Lawyer,Single,469,Comprehensive,6130.46,2022-02-25,12,6,0
POL-00843,31,Male,CA,Nurse,Married,309,Comprehensive,4278.63,2024-01-15,8,4,0
POL-00844,36,Female,MO,Teacher,Married,529,Basic,4501.74,2021-08-20,1,2,0
POL-00845,26,Female,TX,Retail Worker,Married,515,Basic,510.5,2021-12-12,11,5,0
POL-00846,63,Female,PA,Electrician,Divorced,632,Basic,5194.66,2020-01-22,11,3,0
POL-00847,29,Female,CA,Driver,Single,691,Premium,7025.19,2023-07-23,6,7,0
POL-00848,38,Female,OH,Chef,Widowed,459,Comprehensive,2237.92,2024-01-27,13,5,0
POL-00849,75,Female,FL,Lawyer,Married,770,Standard,6616.98,2020-12-26,6,7,0
POL-00850,59,Female,CA,Accountant,Married,481,Comprehensive,5655.25,2021-01-19,2,2,0
POL-00851,45,Male,MA,Student,Widowed,402,Standard,5950.73,2024-07-12,0,1,1
POL-00852,42,Male,NY,Freelancer,Single,344,Standard,2362.57,2020-06-20,8,2,0
POL-00853,68,Male,NY,Driver,Divorced,387,Standard,1544.23,2024-04-04,14,2,0
POL-00854,39,Female,PA,Mechanic,Single,573,Basic,659.06,2020-04-01,3,8,0
POL-00855,24,Female,PA,Software Engineer,Married,324,Standard,3703.52,2020-10-28,11,4,0
POL-00856,74,Female,NY,Lawyer,Married,412,Standard,1263.02,2021-07-31,11,1,0
POL-00857,25,Female,FL,Student,Single,454,Standard,3714.71,2021-11-16,5,6,0
POL-00858,75,Female,WI,Freelancer,Divorced,656,Basic,2533.2,2022-10-19,11,4,0
POL-00859,68,Male,PA,Doctor,Married,627,Standard,3429.5,2024-01-17,15,1,0
POL-00860,54,Female,NC,Nurse,Single,630,Standard,1864.04,2022-02-27,11,5,1
POL-00861,45,Female,AZ,Chef,Divorced,441,Standard,3373.89,2023-01-30,15,8,1
POL-00862,52,Male,WA,Teacher,Widowed,839,Standard,5773.2,2021-04-26,11,0,0
POL-00863,72,Male,VA,Driver,Widowed,436,Basic,946.83,2021-12-16,11,2,0
POL-00864,47,Male,MO,Student,Widowed,548,Standard,6708.66,2020-04-24,4,1,0
